Address,Latitude,Longitude
"AH Frieswijkstraat 72, Nijkerk";"52.2165425";"5.4778534"
"Belemnieterf";"50.91414";"5.95549"
"AH  Stationsplein 7, Hilversum";"52.22667";"5.1811"
"De Brooodzaak, Stationsplein 1, 2011 LR Haarlem";"52.3878359";"4.6371779"
"McDonald's, Promenade 30, Zoetermeer";"52.0611478";"4.4875588"
"EM-TE, PANNENSCHUURPLEIN 32-40, 5061WP, OISTERWIJK";"51.5829768";"5.1764954"
"Tesco: Banbury Rd 47, CV37, Stratford-upon-Avon, United Kingdom";"52.187709";"-1.692691"
"Kop van Het Ruim 1     , Dronten";"52.5259673";"5.719307"
"Nederland ASSEN - Rondgang 20";"53.0001983";"6.5146841"
"C1000, Pettelaarseweg 375-377, Den Bosch";"51.6798806";"5.3170226"
"Heermoesstraat, Arnhem";"51.964345";"5.8989"
"Tesco: High St 82, DE11, United Kingdom";"52.76725";"-1.53142"
"Febo, Langestraat 50-A, 7511 HC Enschede";"52.2198788";"6.8959664"
"Kruidvat:  STEENSTRAAT 71, BOXMEER";"51.647715";"5.9502954"
"H&M: 40-42 Southgate Street Southgate St BA1 1TG Bath";"51.3788468";"-2.3592111"
"JUMBO, SCHAKELPLEIN 16, 5408AW, VOLKEL";"51.644054";"5.6548692"
"Esso de Potde, Maasbreeseweg 29, 5981NZ Panningen";"51.3342487";"5.9963625"
"Dekamarkt, Blokhuis 47, Lisse";"52.2607102";"4.5586074"
"The  Read Shop Smilde, Veenhoopseweg 20A2, 9422AB Smilde";"52.9486111";"6.4483333"
"Deen, Dorpsstraat 70-72, Landsmeer";"52.4299872";"4.9136706"
"Caf� Daen, Grote Markt 23, Nijmegen";"51.847809";"5.8634111"
"Coop, Babborgaplein 1, Babberich";"51.9055491";"6.1174997"
"Boekhandel Kramer & Van Doorn, 1e Hogeweg 10 D, Zeist";"52.0857564";"5.240287"
"Dirk van den Broek, Hogepad 1-60, Rijssen";"52.3060726";"6.5215324"
"Rosmolen";"51.69261";"5.76773"
"Patrijzenstraat";"52.950175";"4.766285"
"Boots:   Great Northern Retail Pk HUDDERSFIELD West Yorkshire HD1 6ND GB";"53.6532628";"-1.7788258"
"Boots:   42-46 Effingham St Rotherham South Yorkshire S65 1AL GB";"53.4349974";"-1.3540565"
"Kantine  HVA Loc. Europahuis Amsterdam, James Wattstraat 79, 1097 DL Amsterdam";"52.349091";"4.9209035"
"Tesco: Prince of Wales Rd 56, NR1, Norwich, United Kingdom";"52.629481";"1.301858"
"Albert Heijn, Warmoesstraat 37, 9076DL Sint Annaparochie";"53.2752411";"5.6577379"
"Bakkerij Arno Nieuwehuyse: Snoekjessteeg 1, AMSTERDAM";"52.3705747";"4.9007062"
"Albert Heijn, Burgemeester Cortenstraat 8, Maastricht";"50.8440597";"5.7277659"
"Praxis, Saturnus 4, 3824 ME Amersfoort";"52.1991171";"5.3932421"
"Boots:   26 Chapel Walk Worcester Worcestershire WR1 3LD GB";"52.1920308";"-2.2222391"
"Saturn, Westenhellweg 70-84, Dortmund";"51.5133835";"7.4613312"
"C1000, SPUISTR 3, 4697 BB, ST ANNALAND";"51.6019565";"4.105881"
"Frituur 'T Pat?tje, Rupelmondestraat 26, BAZEL";"51.1462912";"4.2979291"
"Dekamarkt,  Oranjeboomstraat 126,2013 WC Haarlem";"52.3803504";"4.6226071"
"Kantine  Hogeschool Leiden, Zernikedreef 11, 2333 CK Leiden";"52.1673537";"4.468652"
"Mediamarkt, Buikslotermeerplein 226, Amsterdam";"52.3989952";"4.937991"
"Carrefour Supermarket: Nati�nlaan 77, Knokke, 8300";"51.3363886";"3.2889523"
"Van Heijdenstraat 17, Lichtenvoorde";"51.9861606";"6.5622311"
"Buitenmuur kantoor: Dreef 40, Haarlem";"52.3704696";"4.6284409"
"Dirk van den Broek, Vuldersbrink 64, Harderwijk";"52.3497881";"5.6203428"
"INTERSPORT TASTA, Tastatunet 1-3, Stavanger";"58.9829236";"5.6738134"
"EMT?? Molenstraat 1, Sint Anthonis";"51.62613";"5.88097"
"Cafetaria Vork Fastfood Veldhof, Molenpolder 90, 3453 NZ De Meern";"52.0848573";"5.012512"
"C1000, Scharmbarg 107-109, Assen";"53.0167574";"6.5608416"
"AH, Dorpsweg 40, Sommelsdijk";"51.7558527";"4.1508923"
"Resto V.B.A., Legmeerdijk 313, 1431 GB Aalsmeer";"52.2606844";"4.7833673"
"Intersport Kolb, Prackenfelser Strasse 1";"49.382821";"11.346008"
"Pad 203";"52.21066518";"5.244401981"
"Spar, Van Noortstraat 29, Nijkerkerveen";"52.1954828";"5.4670751"
"Hornbach, Roda JC Ring 4, Kerkrade";"50.8559703";"6.0048518"
"Jumbo, Bart van Peltplein 1, Tilburg";"51.5743435";"5.0844589"
"Emte, Heschepad 49, Oss";"51.7668473";"5.5240145"
"White Hart : 96 Church Road, London";"51.4177582";"-0.080923"
"The Alibi, Unit 1, Manchester, M1 4BH";"53.4767164";"-2.2426284"
"Morrisons,  Leen Drive,  Bulwell,  Nottingham  NG6 8EP";"53.0097396";"-1.1897538"
"Marquis Of Cornwallis: Marchmont St, London, WC1N 1AP";"51.5249329";"-0.1252494"
"Carrefour Supermarket: Grand'Rue, 77, Manage, 7170";"50.456027";"4.2463901"
"Bakker Bart, Markt 26, Steenwijk";"52.7867313";"6.1159041"
"C1000, Markt 14-A, Prinsenbeek";"51.599998";"4.71931"
"Prontos Original Prestwich: 472 Bury Old Road, Prestwich";"53.537477";"-2.2756511"
"Stadium Sweden AB / S:t Per, S:t Persgatan 10, UPPSALA";"59.8598018";"17.6380592"
"Primera, van Nijvenheimstraat 48, Venlo";"51.3609461";"6.1614672"
"Etos, Orlyplein 117, Amsterdam";"52.389019";"4.83727"
"Papa Johns, 114-116 Butter Market Street, Warrington";"53.3896745";"-2.5878607"
"Hilton Hotel: London Kensington, London, W11 4UL";"51.5051084";"-0.213266"
"kpn winkel, Neringpassage 28, Lelystad";"52.5092508";"5.4768344"
"Expert Arnhem, Nieuwstraat 25, Arnhem";"51.9791883";"5.9067603"
"51.50662: -0.14429, Henley-In-Arden";"52.295799";"-1.778504"
"Williamsons Tavern: 1 Groveland Court, London";"51.51326";"-0.09376"
"REMA 1000 ETTERSTAD, BISKOP JENS NILSS�NS GATE 5, OSLO";"69.6492047";"18.9553238"
"AH, Amstellandlaan 20, Weesp";"52.3106052";"5.0342453"
"HEMA: Smeestraat 1, Lochem";"52.1607273";"6.4166952"
"Eata-Pizza: 88 Northdown Road,, Margate";"51.389605";"1.391129"
"Margarita, Herentalsebaan 94, WOMMELGEM";"51.2019889";"4.4860853"
"Spar, Palmesteynstraat 10, Deil (1)";"51.8844357";"5.2446005"
"C1000, Willibrorduslaan 8, Eersel";"52.3716951";"4.8921347"
"JT Bioscopen, Appeldijk 59, Gorinchem";"51.8284606";"4.9767678"
"Harrow Arts Centre: 171 Uxbridge Rd, London";"51.607069";"-0.360655"
"The Tron: 9 Hunter Square, Edinburgh, EH1 1QW";"55.9496162";"-3.1880945"
"Kruidvat, Statenweg 55, 7824 CT, Emmen";"52.7794443";"6.9209698"
"Primera Eck en Wiel, Veerweg 14, Eck En Wiel";"51.9705042";"5.4538145"
"Station House (Acton): Station Buildings, Acton, W3 6BH";"51.5087563";"-0.2633581"
"????????? ???????? ??. 11";"60.141998";"30.211519"
"KIWI AVD 005 HUNNDALEN, RAUFOSSVEGEN 214, HUNNDALEN";"59.9118048";"10.7433524"
"Texaco, Rijksweg, MOOK";"51.74933243";"5.884999752"
"CoopCompact Hebels , Middenweg 54, VEENOORD";"52.7096068";"6.8489002"
"Kermis Mechelen";"51.0258791";"4.4775365"
"Em-T�, Heschepad 49, Oss";"51.7668473";"5.5240145"
"Delhaize: Rue De La Station , 24 Herve, 4650";"50.6400397";"5.7920652"
"DA: Nobellaan 255, 9406 AJ, Assen";"53.0005912";"6.5487412"
"Etos, Burg Winklerplein 26, Sliedrecht";"51.8220808";"4.7778511"
"Media Markt, Blumentalstra�e 151-155, Krefeld";"51.3434212";"6.5588736"
"Primera Arendshof, Arendshof 7, Oosterhout";"51.6436705";"4.8565641"
"Checco'S: 166 Garstang Road, Preston, PR2 8NB";"53.7773859";"-2.7095232"
"Jumbo, Mr. Andreaestraat 16, Kollum";"53.2801424";"6.1477459"
"ELVERYS INTERSPORT: Unit 15, Bridgewater Centre";"52.8031";"-6.1631"
"??, ?.??????????? ????????? ??. 27";"56.020405";"92.83951"
"PLUS, St. Jansweg 20, Venlo";"51.3915382";"6.1867892"
"AD, Heuvenstraat 75, Zonhoven";"50.9866486";"5.3676701"
"Albert Heijn, HOF VAN PORTLAND 12, 3162 WJ, RHOON";"51.8578282";"4.471941"
"Albert Heijn, Sint Antoniusplein 35  , SNEEK";"53.0337895";"5.6555625"
"INTERSPORT MASSIP: Calle Sant Ram�n 3";"41.45023766";"2.210024893"
"Lukoil CODO, Baron Ruzettelaan 6, Assebroek";"51.1982056";"3.2307428"
"COOP, President Kennedylaan 301, Velp Gld";"51.986755";"5.9795614"
"Chicken.com: 60 High Street King's Heath, Birmingham";"52.435576";"-1.89198"
"Morrisons Burnham On Sea: Pier Street, Burnham On Sea, TA8 1BT";"51.2342303";"-2.9983369"
"ABN AMRO kantoor, Koningsweg 6, Vriezenveen";"52.4141914";"6.6266675"
"St Stephens Tavern : 10 Bridge Street, London, SW1A 2JR";"51.5014014";"-0.125002"
"Heinrich Sport, Stradun 400, Scuol";"46.79635775";"10.296067"
"INTERSPORT RIOSPORT, Edf. Montebajo, Sierra Nevada";"37.1395706";"-3.570449352"
"REMA 1000 MIDTVEIEN, MIDTVEIEN 8, MOSS";"59.9089436";"10.7872719"
"White Hart (Westerham): High Street, Westerham";"51.276234";"0.108527"
"Coop, Churchillplein 42, VELP GLD";"51.986625";"5.979775"
"Gall & Gall, Theresiastraat 127, 'S-Gravenhage";"52.0857699";"4.3363981"
"Bear (Twickenham): 26-28 York Street, Twickenham";"51.447211";"-0.327634"
"Jumbo: Kentgensplein 3, 2717 HS ZOETERMEER";"52.0668935";"4.4784592"
"Lukoil CODO, Bd De La 2E Armee Britannique 15, Forest";"50.8201191";"4.3246047"
"C1000, DORPSTR 23, 7361 AP, BEEKBERGEN";"52.1593847";"5.9625651"
"Media Markt, Posthalterweg 15, Oldenburg";"53.16096";"8.17314"
"Total COCO, E19 Antwerpen ->Bruxelles 9, Rumst";"50.889673";"4.2945942"
"Albert Heijn, Burg Winklerplein 24 , SLIEDRECHT";"51.82218";"4.7779077"
"Coop Aalderink , Dorpsstraat 14-16, STEENDEREN";"52.0620394";"6.1879063"
"Kruidvat, Hoofdstraat 1D, Rijen";"51.588669";"4.91912"
"Primera Maasniel, Beekweg 12, Roermond";"51.1979438";"6.0121971"
"INTERSPORT WORCESTER, 19 Broad Street, WR1 3NF, WORCESTER";"52.1928472";"-2.2231648"
"Loose Box: 51 Horseferry Road, London";"51.494859";"-0.130445"
"Primera Magdalenenstraat, Magdalenenstraat 17A, Alkmaar";"52.6316651";"4.7486095"
"Etos, Stationsstraat 102, Ermelo";"52.299801";"5.61869"
"Paratha Place: Unit 3b Fairfax Street, Coventry";"52.4095887";"-1.5054845"
"Restaurant Even Doen, Kalverstraat 28, 8011 LH, ZWOLLE";"52.5118199";"6.0890068"
"AH, Stadspoort 1, Ede Gld";"52.0174758";"5.6512276"
"New York Pizza, Gevers Deynootweg 666, 'S-Gravenhage";"52.1132164";"4.2831935"
"INTERSPORT SCHLENKER : Friedrichstrasse";"49.124067";"8.59541"
"Albert Heijn: Wingerdweg 49D, 1031BZ, AMSTERDAM";"52.3900568";"4.9154257"
"C1000, Het Dorpsplein 8, Herveld";"51.9091624";"5.7377535"
"Island Farm Donkey Sanctuary: Old Didcot Road, Brightwell-Cum-Sotwell, Wallingford, Oxfordshire. OX10 0SW";"51.6139256";"-1.1756286"
"AH, Molenweg 71 , Rozenburg Zh";"51.9043789";"4.2502657"
"HEMA: De Enk 26, Ermelo";"52.2988546";"5.6205004"
"Supermarkt Cobben: Glacisweg 21, 6212 BL MAASTRICHT";"50.8398907";"5.6918729"
"Blokker, Zutphenseweg 3, Vorden";"52.10429";"6.3115802"
"AB02673: De Heemstraat, 40m na Hoefkade, 'S-Gravenhage";"52.06326581";"4.30097011"
"Coop, Schuttersbergplein 13, Arnhem";"52.0051491";"5.9383218"
"C1000, Doorsteek 9, Klundert";"51.662899";"4.53318"
"Kruidvat, Kruisstraat 2-A, 8281BA, GENEMUIDEN";"52.6236415";"6.0399951"
"Medimax Electronic Berlin, Oraniendamm 6-10, Berlin-Reinickendorf";"52.60763";"13.32471"
"Saturn, Marktplatz 20, Halle/Saale";"51.4831759";"11.9696202"
"Autowascentr Beilen: Ossebroeken 8,11, 9411VR, BEILEN";"52.8590212";"6.4951219"
"Jumbo Almere Geinplein, Geinplein 34-36, 1316 HC Almere";"52.3849483";"5.2239148"
"DA: Hoofdstraat 11-13, 4844 CA, Terheyden";"51.6423089";"4.7538114"
"Albert Heijn, Dierenriemstraat 122   , GRONINGEN";"53.2309123";"6.5448035"
"Utrechtsestraatweg 10, Zuid-Holland";"52.087405";"4.893101"
"Albert Heijn: Claas van Maarssenplein 23, 1111 JE DIEMEN";"52.3421385";"4.9625635"
"Bas van der Heijden: Vechtstraat 1-A, 2987 CX RIDDERKERK";"51.893186";"4.5804279"
"New York Pizza: Oudestraat 64, 8261 CS, KAMPEN";"52.5568886";"5.9180698"
"JUMBO UTRECHT FRANCISCUSDREEF: FRANCISCUSDREEF 88, 3565 AD, UTRECHT";"52.1258651";"5.093936"
"PLUS, Parallelweg 1-B, Budel-Schoot";"51.2483432";"5.5665892"
"????? ????????? ??. 60/1";"58.025616";"56.231814"
"Etos, Spoorstraat 8, Wijchen";"51.80806";"5.72519"
"17420: Raadhuisplein (t.h.v. """"Laarstede""""), Bernheze (Nistelrode)";"51.700823";"5.561571"
"Morrisons Harrogate Starbeck: Hookstone Chase, Starbeck, Harrogate, HG2 7LD";"53.993701";"-1.496328"
"Australi�laan 40, 3526 AB UTRECHT";"52.0635667";"5.1011198"
"Albert Heijn, Westelijk Halfrond 70 , 1183JG, AMSTELVEEN";"52.3118717";"4.8750575"
"97458: DIAMANTLAAN, GRONINGEN";"53.22165667";"6.528701667"
"Vivant 4 Meren: Marktlaan 122, 2132 DM, HOOFDDORP";"52.3028412";"4.6922102"
"330 Exchange Avenue: Luchthaven Amsterdam Schiphol (AMS), Vertrekpassage, 1118 Schiphol, Nederland";"52.3099358";"4.7625955"
"Morrisons Barnard Castle: 23 Galgate, Barnard Castle, County Durham, DL12 8BH";"54.545712";"-1.923436"
"89103: Poptawei, Westeinde Staal (Leeuwarden)";"53.20857833";"5.76062"
"Expert Maastricht: Brusselsepoort 81, 6216 CG Maastricht";"50.8500032";"5.6667527"
"INTERSPORT Jilemnice, Dolen� 54, Jilemnice";"50.62495055";"15.49778223"
"Nijverheidsstraat 4, BENEDEN-LEEUWEN";"51.8808131";"5.5221248"
"Venneperhof  94, NIEUW VENNEP";"52.2645259";"4.6323285"
"Primera, Kamperfoelie 16 4007 TL Tiel Netherlands";"51.870679";"5.400633"
"Jumbo, Markt 22-24, 7731 DB Ommen";"52.5187635";"6.4210276"
"Sainsbury's: 86-94 Westbourne Grove, LONDON, W2 5RT";"51.515388";"-0.193362"
"Tesco: Wheelock St 1, CW10, Middlewich, United Kingdom";"53.19288";"-2.44686"
"Blokker, Winterakker 7-11, Spijkenisse";"51.8330917";"4.3203702"
"Attent Van Den Akker, Langendijk 21, Breda";"51.5746422";"4.7680188"
"Etos, Vuurplaat 332 , ROTTERDAM";"51.9043539";"4.503419"
"INTERSPORT HOLIDAY SPORT: Via Nappi 12/14";"40.9149003";"14.7943966"
"DA, ORANJEPLEIN 229, WEERT";"51.2434813";"5.7081045"
"Frederik Hendriklaan 203, 2582CB Den Haag";"52.0911743";"4.274413"
"INTERSPORT in der Sachsen-Allee : Thomas-Mann-Platz";"50.845347";"12.938461"
"Sandton Hotel De Cooghen, Dorpsstraat 10, De Koog";"53.099793";"4.762618"
"DA, Torenlaan 6, Blaricum";"52.2725695";"5.2428349"
"DekaMarkt: Vincent van Goghplein 9, 7606 HN ALMELO";"52.3464293";"6.6435366"
"Digros, Meerkreuk 4, Oude Wetering";"52.2065219";"4.6435148"
"Albert Heijn, Betje Wolffstraat 134, 'S-Gravenhage";"52.048851";"4.29099"
"Ako Alkmaar NS, Stationsweg 43 C, 1815 CB, ALKMAAR";"52.6376488";"4.7399544"
"Formido Deco, Seerob 3, 9051 VA Stiens";"53.2659477";"5.7500091"
"DA, VEENHOOPSEWEG 25-1, SMILDE";"52.9486111";"6.4483333"
"10891: Ankersweg bij sportcomplex, Sittard-Geleen (Born)";"51.0427666";"5.8169833"
"Sainsburys:  Sheldon Square, Paddington, London W2 1HB";"51.519675";"-0.1799365"
"River Island: 216 Royal Victoria Place, Tunbridge Wells, United Kingdom, TN1 2SS";"51.1349962";"0.2657307"
"Domino's Pizza: Heuveleind 13, 4901 LL, OOSTERHOUT NB";"51.6432512";"4.8552832"
"Bruna, Julianastraat 2, Gendt";"51.8782114";"5.9702432"
"Afhaalcentrum Wok & Go: Grote Markt 17, ZWOLLE";"52.5120079";"6.0919203"
"Tesco: Christchurch Rd 966, BH7, Bournemouth, United Kingdom";"50.7318";"-1.82313"
"Held, Rettenberger Strasse 7";"47.5399045";"10.28556347"
"BAS VAN DER HEIJDEN, SCHIEDAMSEWEG 204-210, 3025AM, ROTTERDAM";"51.9112689";"4.4390299"
"Albert Heijn, Lokerenpassage 25 , 'S-HERTOGENBOSCH";"51.7262552";"5.3083059"
"INTERSPORT GOMEZ: C.C. Los Molinos  Av. General Gir�ldez s/n";"37.1899355";"-5.789867342"
"JUMBO, NIJVERHEIDSSTRAAT 22, 7123DB, AALTEN";"51.9178807";"6.5764498"
"Rabobank kantoor:  Guldenstraat 12, Groningen";"53.2181715";"6.5657196"
"Buitenmuur kantoor: Markt 19, Oud Gastel";"51.5877267";"4.4602352"
"INTERSPORT MORETTA SPORT, Viale Europa 20";"41.0529131";"14.3303172"
"Dominos Pizza, Kesterenlaan 170, 4822 WK Breda";"51.6132858";"4.7238741"
"Utrechtseweg 5, Noord-Holland";"52.215193";"5.183105"
"Etos, Leusderweg, 89-A, Amersfoort";"52.1436585";"5.3803227"
"Bar Eetcafe Te Pas, Stationsstraat 18, 3811 MJ, AMERSFOORT";"52.1534982";"5.3786873"
"MCD, E P van Ooijenstraat 5, Aalst Gld";"51.7832133";"5.1268394"
"Brooodzaak, Stationshal 4, Utrecht";"52.0891813";"5.110353"
"PLUS: Past. Vranckenlaan 18A, Reuver";"51.2840805";"6.07722"
"38403: Amersfoortseweg, Tinbergenlaan (Nijkerk Gld)";"52.21351167";"5.473213333"
"Deka, Galle Promenade 45, Velserbroek";"52.4342046";"4.6615809"
"Albert Heijn: Lambertus Zijlplein 8, 1067 JS, AMSTERDAM";"52.3775215";"4.8015199"
"N396 De Vest";"51.3434";"5.47066"
"Albert Heijn, Bisonspoor 1078, Maarssen";"52.1348159";"5.0308473"
"Nederland ENSCHEDE - Stationsplein 33";"52.2223682";"6.8903716"
"INTERSPORT ABU, Cam� d'es Castell, 249-Plaza Abu Umar s/n";"39.88406736";"4.272024035"
"C1000, het Anker 7, 4941 RG Raamsdonksveer";"51.6962109";"4.8730593"
"Overtoom, AB01019";"52.36044702";"4.86644876"
"5108: Schinnenbaan, Beverwaardseweg (Rotterdam)";"51.89899667";"4.562025"
"38164: Watersteeg, Waterdreef";"52.20407";"5.370907"
"Ski + Sport Mabitz Gmbh, Obere Bachstrasse 29";"48.25673";"9.01423"
"Boots:   16 Alderley Rd Wilmslow Cheshire SK9 1JX GB";"53.3255391";"-2.2333779"
"Albert Heijn, Doelstraat 3, Hoogerheide";"51.434064";"4.3173546"
"Kohler Drogisterij, Kraailandhof 53-55, 3828 JP, Hoogland";"52.1877897";"5.3751038"
"Gamma, Stelmakerstraat 32, Assen";"53.0093175";"6.5860752"
"House Of India: 2 Clarkwell Road, ML3 9TQ, Hamilton";"55.773858";"-4.0790348"
"Jumbo , De Els 46, WAALWIJK";"51.6885466";"5.0646093"
"ibis Styles Amsterdam Central Station, Martelaarsgracht 10, Amsterdam";"52.3780378";"4.8967305"
"PLUS, Beestenmarkt 3, 7413ZA, DEVENTER";"52.2569223";"6.1642648"
"Jumbo, Roserije 303, Maastricht";"50.8271048";"5.7262891"
"Kruidvat, Oudestraat, 49, Neede";"52.1331679";"6.6122703"
"Supercoop: Willem Diemerstraat 3, 9581 AG MUSSELKANAAL";"52.9296348";"7.0153159"
"??????, ?.?????????? ???????? ??. 19";"55.596329";"37.685539"
"Albert Heijn, Jodenbreestraat 21, 1011 NH, Amsterdam";"52.3692766";"4.9028071"
"Bas van der Heijden: Bergweg 91, 3037 ED ROTTERDAM";"51.9392204";"4.4792099"
"MU00610: Arent Janszoon Ernststraat, hoek Valkhof (Amsterdam)";"52.33200886";"4.8707635"
"Waterkant, Spanbroek";"52.70231";"4.9456749"
"NETTORAMA, KANAALSTRAAT 115, 5104AB, DONGEN";"51.6181078";"4.9431962"
"Stad & Land Hotel, Stationsweg , Alkmaar";"52.637622";"4.742172"
